first_pokemon,second_pokemon,winner,did_first_win
341,230,341,1
169,627,169,1
292,79,79,0
42,259,259,0
312,460,460,0
166,478,478,0
722,587,587,0
112,522,522,0
304,389,304,1
278,748,748,0
562,453,453,0
7,56,7,1
522,531,531,0
140,758,140,1
23,198,23,1
413,383,383,0
677,751,751,0
105,397,397,0
119,125,125,0
650,622,650,1
334,497,497,0
527,401,527,1
710,798,710,1
311,252,311,1
343,171,343,1
333,275,275,0
20,494,20,1
288,524,288,1
614,455,614,1
286,642,286,1
701,766,766,0
386,640,386,1
694,487,694,1
83,268,268,0
273,564,273,1
605,36,36,0
615,344,615,1
639,785,785,0
251,102,102,0
267,147,147,0
2,796,2,1
621,152,152,0
730,150,730,1
42,160,42,1
778,627,778,1
657,332,657,1
445,777,777,0
160,514,514,0
422,389,422,1
316,241,316,1
791,348,348,0
780,26,26,0
250,527,250,1
625,629,629,0
40,365,365,0
679,501,679,1
651,349,349,0
111,707,707,0
567,394,394,0
524,167,524,1
212,666,212,1
607,76,76,0
410,701,410,1
457,356,457,1
626,460,460,0
580,614,614,0
69,586,586,0
615,539,539,0
530,173,530,1
561,259,259,0
6,300,300,0
87,211,211,0
414,223,414,1
636,94,94,0
55,667,55,1
486,598,598,0
414,498,414,1
6,15,6,1
628,265,265,0
377,21,377,1
60,726,726,0
533,547,533,1
19,295,19,1
353,550,550,0
95,467,467,0
245,481,481,0
460,715,715,0
142,422,422,0
174,188,174,1
116,218,116,1
703,799,703,1
232,437,232,1
280,402,280,1
126,209,209,0
200,524,524,0
592,292,592,1
190,195,195,0
698,118,698,1
50,64,64,0
196,716,716,0
461,313,313,0
448,97,448,1
401,262,401,1
255,152,255,1
403,642,642,0
360,362,362,0
510,362,362,0
724,412,724,1
141,789,141,1
355,780,780,0
392,585,585,0
70,691,691,0
142,637,142,1
424,440,424,1
530,673,673,0
87,746,746,0
233,755,233,1
293,274,274,0
339,332,339,1
3,669,3,1
189,391,391,0
39,302,302,0
602,75,75,0
39,179,179,0
749,467,467,0
89,755,755,0
632,22,22,0
349,599,349,1
170,235,170,1
775,323,775,1
186,552,552,0
317,665,665,0
675,376,376,0
485,294,294,0
127,81,127,1
616,690,616,1
319,451,451,0
362,667,362,1
418,170,418,1
619,138,138,0
777,617,777,1
340,517,517,0
410,798,410,1
5,763,5,1
180,181,181,0
249,505,249,1
130,641,641,0
375,712,712,0
707,152,707,1
781,639,781,1
379,3,3,0
703,270,703,1
598,756,598,1
460,725,725,0
159,462,159,1
438,282,438,1
778,312,778,1
428,760,428,1
5,443,443,0
48,451,48,1
681,590,590,0
300,598,300,1
281,441,441,0
488,773,773,0
548,313,313,0
311,657,311,1
337,398,398,0
298,104,104,0
551,425,551,1
62,758,758,0
160,275,275,0
111,519,519,0
177,447,177,1
31,231,31,1
290,329,329,0
346,793,793,0
634,278,634,1
679,621,679,1
762,687,687,0
654,178,178,0
313,469,313,1
20,642,20,1
94,654,654,0
453,660,660,0
23,31,23,1
730,571,571,0
75,141,141,0
105,596,596,0
648,380,648,1
152,265,265,0
111,221,221,0
524,211,524,1
276,699,276,1
281,334,334,0
692,595,595,0
542,302,542,1
130,65,65,0
590,406,406,0
207,314,314,0
10,562,562,0
263,522,263,1
161,635,635,0
651,141,141,0
704,162,704,1
453,198,453,1
138,750,138,1
798,761,798,1
138,504,138,1
231,636,636,0
232,245,232,1
650,763,650,1
713,588,588,0
288,18,288,1
696,13,13,0
413,603,603,0
712,772,772,0
643,359,643,1
268,362,362,0
607,72,72,0
335,751,751,0
542,753,542,1
287,182,287,1
549,414,414,0
434,615,615,0
238,477,477,0
295,344,344,0
50,309,309,0
163,508,163,1
74,259,259,0
704,559,704,1
244,290,244,1
708,572,572,0
13,762,13,1
400,177,177,0
519,190,519,1
164,80,164,1
672,470,672,1
326,85,85,0
107,690,690,0
371,393,393,0
397,224,397,1
60,798,798,0
240,412,412,0
201,153,153,0
760,151,760,1
75,20,20,0
778,476,476,0
192,600,600,0
552,771,552,1
182,82,82,0
606,670,606,1
450,156,450,1
346,610,610,0
449,744,744,0
11,360,11,1
434,21,21,0
725,248,248,0
460,99,99,0
216,346,216,1
446,665,446,1
91,124,124,0
319,585,319,1
725,481,481,0
308,741,308,1
5,575,5,1
312,85,85,0
215,767,767,0
371,127,127,0
264,130,264,1
304,514,514,0
579,525,579,1
40,312,40,1
733,537,537,0
633,598,633,1
718,584,718,1
177,373,177,1
795,442,442,0
791,714,714,0
5,546,546,0
706,152,706,1
272,582,272,1
56,205,205,0
340,184,340,1
728,117,728,1
413,254,254,0
22,211,22,1
659,131,659,1
714,323,714,1
257,84,84,0
233,495,495,0
623,674,674,0
777,728,777,1
253,327,327,0
382,536,536,0
75,123,123,0
290,468,468,0
638,393,393,0
646,196,646,1
394,622,394,1
207,409,409,0
223,606,606,0
316,692,316,1
711,431,711,1
790,449,449,0
784,84,84,0
82,756,756,0
257,786,786,0
82,143,143,0
335,650,650,0
661,39,661,1
382,496,496,0
351,136,136,0
666,434,666,1
626,672,672,0
687,59,59,0
331,173,173,0
476,104,476,1
390,402,402,0
304,539,539,0
781,299,299,0
409,589,409,1
254,534,534,0
728,543,543,0
599,381,381,0
790,610,790,1
309,5,5,0
703,695,703,1
344,48,48,0
488,660,660,0
277,106,106,0
674,179,674,1
365,739,739,0
724,384,724,1
201,774,774,0
662,673,673,0
130,477,477,0
420,82,420,1
202,504,202,1
538,228,538,1
165,137,165,1
528,658,528,1
593,205,205,0
310,216,216,0
634,372,634,1
170,619,170,1
258,601,258,1
766,423,766,1
339,619,339,1
380,64,380,1
601,34,34,0
391,226,391,1
89,283,283,0
735,218,735,1
395,626,395,1
463,515,463,1
22,52,22,1
620,49,620,1
440,186,186,0
284,749,284,1
193,498,193,1
146,171,171,0
575,711,711,0
159,589,159,1
315,137,137,0
62,94,62,1
643,305,643,1
650,473,473,0
299,643,643,0
637,446,446,0
453,278,453,1
143,609,143,1
310,223,223,0
380,450,380,1
220,266,266,0
145,205,205,0
395,92,92,0
356,309,356,1
609,482,482,0
792,718,792,1
702,680,702,1
428,225,428,1
190,371,371,0
663,47,663,1
752,541,541,0
568,56,56,0
129,443,443,0
678,776,776,0
2,733,2,1
698,615,698,1
427,386,427,1
425,126,425,1
157,298,157,1
258,432,432,0
635,662,635,1
715,24,24,0
633,379,633,1
145,625,625,0
510,338,338,0
202,49,202,1
535,182,535,1
169,764,169,1
59,785,785,0
439,107,107,0
59,142,59,1
288,560,288,1
440,762,440,1
586,745,586,1
499,88,499,1
558,613,613,0
626,557,557,0
750,675,675,0
370,25,25,0
582,332,582,1
294,664,664,0
23,613,23,1
371,190,371,1
370,586,586,0
682,296,682,1
205,309,205,1
552,218,552,1
747,370,747,1
445,661,445,1
453,392,453,1
49,301,301,0
645,648,648,0
265,215,265,1
675,330,330,0
568,742,568,1
224,295,295,0
266,352,352,0
18,148,148,0
493,196,493,1
68,451,451,0
405,89,405,1
25,39,25,1
274,84,274,1
642,395,642,1
105,788,788,0
619,40,40,0
514,163,163,0
561,86,561,1
766,76,766,1
783,14,783,1
593,687,687,0
428,161,428,1
738,399,738,1
225,335,225,1
223,427,427,0
403,763,403,1
685,241,685,1
752,165,165,0
45,394,394,0
561,594,561,1
629,13,629,1
240,286,286,0
667,602,602,0
171,372,171,1
131,684,131,1
454,435,454,1
349,449,349,1
611,769,611,1
727,515,727,1
784,81,784,1
508,54,508,1
397,796,397,1
761,463,761,1
376,790,790,0
29,174,174,0
729,453,453,0
247,780,247,1
272,355,272,1
541,627,541,1
14,84,84,0
514,348,348,0
181,517,181,1
654,647,647,0
464,373,373,0
279,430,430,0
438,114,438,1
510,22,22,0
120,158,120,1
742,20,20,0
598,595,598,1
123,334,123,1
667,726,726,0
760,408,760,1
795,15,795,1
371,429,429,0
70,254,70,1
349,607,349,1
357,422,422,0
221,780,780,0
381,638,638,0
538,557,557,0
599,352,352,0
229,562,229,1
490,13,490,1
511,170,170,0
238,268,268,0
55,647,55,1
354,685,685,0
694,638,694,1
150,47,47,0
561,707,707,0
58,643,643,0
328,186,186,0
30,672,30,1
311,356,311,1
570,367,570,1
439,521,521,0
414,658,414,1
499,152,499,1
444,482,444,1
294,777,777,0
729,705,705,0
318,767,767,0
434,526,526,0
678,397,397,0
184,105,184,1
787,629,629,0
114,185,185,0
217,435,435,0
278,286,286,0
641,565,565,0
708,125,125,0
96,15,15,0
1,324,1,1
498,132,132,0
167,461,167,1
438,133,438,1
584,522,522,0
559,515,559,1
656,555,656,1
48,413,413,0
364,247,247,0
531,275,275,0
158,562,158,1
541,662,541,1
771,643,643,0
22,541,541,0
60,145,145,0
516,243,243,0
517,169,169,0
705,711,705,1
205,218,205,1
279,402,279,1
696,731,731,0
263,547,263,1
405,157,157,0
624,116,624,1
732,86,86,0
507,325,507,1
468,291,291,0
800,132,132,0
513,379,513,1
590,303,590,1
505,245,505,1
461,309,309,0
694,345,694,1
97,34,34,0
317,260,260,0
245,494,245,1
243,459,243,1
748,123,748,1
527,725,527,1
213,42,213,1
179,289,179,1
427,403,427,1
211,207,211,1
648,606,606,0
277,300,300,0
62,48,48,0
6,25,6,1
167,229,229,0
641,608,608,0
623,427,427,0
557,213,557,1
663,106,663,1
682,637,682,1
432,373,432,1
459,282,282,0
520,54,520,1
136,352,136,1
636,640,636,1
593,783,783,0
250,59,59,0
335,202,202,0
21,74,21,1
187,560,560,0
133,129,133,1
551,219,551,1
53,461,461,0
251,282,282,0
765,444,444,0
138,521,138,1
70,49,70,1
293,478,478,0
750,311,750,1
465,760,465,1
89,136,136,0
204,61,61,0
733,381,381,0
244,707,707,0
667,602,602,0
599,187,187,0
795,177,795,1
776,154,154,0
23,41,23,1
325,218,325,1
43,406,406,0
507,761,507,1
733,734,733,1
768,799,799,0
313,23,23,0
531,205,205,0
302,433,433,0
247,40,40,0
340,438,340,1
154,575,154,1
366,462,366,1
457,359,359,0
737,792,792,0
786,691,786,1
620,390,620,1
306,417,306,1
393,764,393,1
735,684,735,1
664,282,664,1
733,719,719,0
150,616,616,0
331,171,171,0
148,104,104,0
304,629,629,0
460,472,472,0
399,341,341,0
54,349,349,0
690,552,552,0
525,88,525,1
39,637,39,1
634,54,634,1
174,547,547,0
4,620,4,1
263,178,263,1
221,745,745,0
542,727,727,0
155,8,155,1
150,457,150,1
420,680,420,1
301,31,301,1
339,668,339,1
715,64,715,1
184,367,184,1
734,53,53,0
504,587,587,0
323,425,425,0
750,274,274,0
759,279,279,0
738,692,692,0
378,253,253,0
428,672,428,1
578,664,664,0
45,421,421,0
656,476,476,0
738,708,738,1
508,616,616,0
268,616,616,0
274,61,274,1
359,342,342,0
707,140,707,1
165,532,532,0
439,532,532,0
534,40,534,1
780,732,732,0
607,585,585,0
530,169,169,0
115,454,115,1
325,249,249,0
196,325,196,1
352,335,335,0
687,660,687,1
48,435,48,1
609,446,446,0
423,410,410,0
49,698,698,0
492,18,492,1
68,434,68,1
456,508,508,0
772,267,772,1
450,672,450,1
486,710,710,0
719,119,119,0
422,191,422,1
307,251,307,1
133,351,133,1
107,705,705,0
780,283,283,0
333,369,369,0
140,246,140,1
706,768,706,1
585,228,228,0
475,34,475,1
594,596,596,0
84,221,84,1
397,10,397,1
703,348,703,1
679,494,679,1
434,758,758,0
452,358,358,0
597,689,689,0
680,54,54,0
331,30,331,1
693,738,693,1
665,71,71,0
761,151,151,0
544,16,544,1
368,325,368,1
524,252,524,1
253,332,253,1
29,630,630,0
673,389,673,1
308,105,308,1
114,704,704,0
121,135,121,1
514,765,765,0
745,167,745,1
757,553,553,0
670,697,697,0
791,266,791,1
230,664,230,1
599,42,42,0
143,617,143,1
597,439,597,1
442,218,442,1
120,309,309,0
793,363,793,1
789,52,789,1
751,389,389,0
750,757,757,0
600,1,600,1
313,692,313,1
324,57,57,0
140,148,148,0
702,554,702,1
329,651,651,0
585,493,493,0
275,361,275,1
149,347,347,0
662,146,146,0
268,731,731,0
396,423,423,0
17,747,747,0
542,138,138,0
165,388,165,1
619,69,619,1
287,382,382,0
344,172,172,0
280,715,715,0
129,259,259,0
661,530,530,0
225,464,464,0
646,277,646,1
548,157,157,0
568,126,568,1
541,416,541,1
730,543,543,0
670,497,497,0
672,157,157,0
531,285,285,0
579,212,212,0
265,72,72,0
447,580,580,0
385,118,385,1
204,664,204,1
205,385,205,1
133,771,133,1
614,61,614,1
179,152,179,1
377,585,377,1
341,647,341,1
265,353,265,1
649,709,709,0
286,35,286,1
519,778,519,1
430,645,430,1
700,320,700,1
178,601,178,1
120,337,337,0
203,764,764,0
518,167,518,1
638,406,406,0
289,457,457,0
115,432,432,0
666,423,423,0
578,638,638,0
83,132,83,1
351,606,606,0
600,597,600,1
251,213,213,0
192,725,725,0
361,222,361,1
532,519,519,0
681,272,272,0
571,202,202,0
588,754,588,1
467,325,467,1
346,364,364,0
112,513,513,0
613,389,613,1
206,406,406,0
448,560,560,0
219,168,219,1
505,182,505,1
448,304,448,1
263,14,263,1
412,746,746,0
157,786,786,0
695,476,476,0
198,798,798,0
443,429,429,0
689,139,139,0
105,610,610,0
361,57,57,0
63,716,63,1
736,428,428,0
164,323,164,1
31,364,31,1
280,714,714,0
83,527,527,0
455,624,455,1
685,23,23,0
525,478,478,0
515,304,515,1
213,326,326,0
548,652,548,1
780,359,359,0
482,460,482,1
34,8,8,0
570,558,570,1
14,570,570,0
247,196,247,1
394,333,394,1
660,258,660,1
8,722,8,1
325,707,707,0
426,70,70,0
270,708,270,1
156,423,423,0
15,123,123,0
616,684,684,0
527,328,328,0
539,747,747,0
472,583,583,0
502,223,223,0
245,178,245,1
800,573,800,1
174,764,764,0
337,701,701,0
206,32,32,0
760,775,760,1
575,123,575,1
290,736,736,0
458,27,27,0
171,689,171,1
545,19,545,1
87,457,457,0
314,161,314,1
739,720,720,0
513,35,513,1
379,493,493,0
5,84,84,0
697,778,778,0
258,686,258,1
558,69,69,0
694,118,694,1
547,598,547,1
631,83,631,1
760,307,307,0
485,764,764,0
402,305,305,0
627,159,627,1
273,789,789,0
485,667,667,0
20,47,20,1
622,8,8,0
221,570,570,0
495,103,495,1
621,310,621,1
692,711,711,0
759,719,759,1
214,260,214,1
634,411,634,1
164,269,164,1
513,637,513,1
324,593,593,0
462,773,773,0
278,481,481,0
490,427,427,0
360,86,86,0
107,99,99,0
141,320,141,1
794,557,557,0
497,336,336,0
663,123,663,1
390,741,741,0
482,664,664,0
658,27,658,1
412,518,518,0
451,119,451,1
668,232,232,0
235,203,203,0
568,276,276,0
754,660,754,1
745,351,745,1
495,135,135,0
302,314,314,0
84,11,84,1
681,785,785,0
744,488,488,0
411,329,329,0
401,654,401,1
728,114,728,1
544,628,544,1
3,606,606,0
129,480,480,0
11,274,274,0
749,791,749,1
462,65,65,0
382,182,182,0
709,743,709,1
147,442,147,1
592,742,742,0
190,154,154,0
175,762,175,1
285,432,285,1
607,326,326,0
230,756,230,1
627,535,535,0
132,382,132,1
484,423,423,0
793,449,793,1
1,385,1,1
579,800,800,0
633,724,633,1
473,424,424,0
589,269,269,0
229,369,369,0
36,657,657,0
284,239,284,1
522,239,522,1
396,224,224,0
136,681,136,1
16,107,16,1
356,185,185,0
406,520,406,1
502,408,502,1
378,629,629,0
712,647,712,1
692,463,692,1
575,665,575,1
377,120,377,1
299,712,712,0
23,214,23,1
547,99,547,1
421,612,612,0
680,92,680,1
431,424,424,0
288,18,288,1
562,558,562,1
314,500,314,1
401,179,179,0
285,185,185,0
451,502,451,1
355,603,603,0
656,576,576,0
103,159,103,1
703,223,703,1
377,31,31,0
747,318,747,1
15,602,602,0
761,8,8,0
7,461,7,1
784,509,509,0
313,428,428,0
629,125,629,1
619,377,377,0
686,279,279,0
800,511,800,1
264,403,264,1
38,62,62,0
454,723,723,0
451,229,451,1
392,454,392,1
570,689,570,1
378,743,743,0
39,286,286,0
212,416,212,1
169,461,169,1
564,203,203,0
218,666,666,0
75,176,75,1
207,349,349,0
136,318,136,1
699,431,699,1
421,176,421,1
28,711,28,1
60,698,698,0
471,64,64,0
172,267,172,1
433,344,344,0
641,260,260,0
665,437,437,0
93,86,93,1
201,671,671,0
203,730,730,0
8,154,154,0
469,288,288,0
60,663,663,0
210,797,797,0
743,319,319,0
71,716,71,1
252,461,252,1
639,227,227,0
774,753,774,1
519,473,519,1
194,288,288,0
130,69,69,0
442,138,138,0
709,650,709,1
463,136,136,0
659,318,318,0
462,303,462,1
181,10,181,1
515,684,684,0
221,123,123,0
758,716,716,0
43,439,43,1
191,268,268,0
203,405,405,0
231,343,343,0
115,696,115,1
300,206,206,0
596,643,643,0
269,216,216,0
31,268,31,1
184,308,184,1
608,224,224,0
177,674,674,0
96,609,609,0
238,407,407,0
334,457,334,1
467,572,467,1
641,464,464,0
669,194,194,0
466,792,792,0
198,147,147,0
592,164,164,0
330,768,330,1
476,558,476,1
70,160,70,1
25,502,25,1
89,14,14,0
610,208,610,1
219,622,219,1
74,417,417,0
52,284,284,0
585,3,3,0
434,542,542,0
299,752,299,1
560,65,65,0
99,428,428,0
120,546,546,0
704,569,704,1
622,81,622,1
480,627,627,0
771,282,771,1
251,69,251,1
388,43,388,1
587,94,587,1
683,405,405,0
376,792,792,0
562,151,562,1
444,575,444,1
25,640,25,1
245,452,245,1
775,7,7,0
286,498,498,0
149,657,657,0
134,784,134,1
214,755,214,1
488,304,488,1
164,516,164,1
268,745,745,0
576,527,576,1
156,185,156,1
23,79,23,1
457,704,704,0
214,261,261,0
633,769,633,1
661,387,387,0
74,113,74,1
491,67,67,0
693,166,166,0
248,652,248,1
75,385,75,1
67,263,263,0
535,772,772,0
234,332,234,1
488,141,141,0
374,429,429,0
354,259,259,0
545,541,541,0
585,622,622,0
134,92,134,1
68,613,613,0
439,199,199,0
131,747,131,1
756,436,756,1
745,619,745,1
264,536,264,1
281,731,731,0
69,347,347,0
745,43,745,1
601,591,591,0
199,650,650,0
616,682,682,0
34,180,34,1
463,662,463,1
448,314,314,0
510,651,651,0
762,431,431,0
109,567,109,1
68,715,715,0
417,357,357,0
532,584,584,0
559,567,567,0
224,543,543,0
619,80,80,0
522,27,522,1
249,319,249,1
345,143,345,1
182,82,82,0
182,375,375,0
143,24,24,0
511,179,179,0
389,223,223,0
774,680,774,1
509,675,509,1
134,342,342,0
713,317,713,1
265,517,265,1
516,114,114,0
459,103,103,0
175,409,409,0
674,638,674,1
278,634,634,0
473,719,473,1
140,690,690,0
40,41,40,1
125,469,125,1
210,171,171,0
399,463,463,0
646,400,646,1
748,443,748,1
570,259,570,1
609,646,646,0
258,502,502,0
631,712,712,0
297,251,251,0
119,580,580,0
431,693,431,1
434,65,65,0
7,781,7,1
580,428,428,0
507,367,367,0
417,202,202,0
634,76,634,1
489,388,388,0
624,443,443,0
555,45,555,1
80,756,80,1
74,408,408,0
505,173,505,1
261,117,261,1
309,725,725,0
674,374,674,1
337,786,786,0
617,181,181,0
352,117,352,1
114,731,731,0
749,352,352,0
442,415,442,1
135,24,24,0
694,149,694,1
223,425,425,0
43,546,546,0
539,492,539,1
166,108,166,1
488,795,795,0
28,59,59,0
217,350,350,0
688,411,688,1
699,455,455,0
754,326,326,0
689,80,80,0
427,334,427,1
480,266,480,1
505,711,711,0
413,583,583,0
494,89,494,1
79,720,79,1
662,330,330,0
532,261,261,0
744,446,446,0
789,614,614,0
447,704,704,0
642,696,696,0
238,792,792,0
397,724,724,0
626,49,49,0
270,273,270,1
518,638,518,1
58,683,683,0
273,612,273,1
607,577,607,1
27,677,677,0
408,593,408,1
737,700,700,0
401,638,638,0
256,688,688,0
56,296,56,1
583,269,583,1
10,594,10,1
391,490,490,0
628,646,646,0
525,792,792,0
708,710,710,0
503,623,623,0
569,41,569,1
793,551,551,0
514,261,261,0
527,327,327,0
239,95,95,0
481,673,481,1
391,291,291,0
641,238,238,0
408,189,408,1
207,780,780,0
30,603,603,0
214,514,214,1
51,300,300,0
315,503,503,0
331,100,331,1
496,420,496,1
142,344,344,0
694,56,694,1
525,778,525,1
17,514,514,0
511,377,377,0
293,264,264,0
558,695,558,1
580,80,80,0
121,318,121,1
64,706,706,0
233,122,233,1
349,428,349,1
169,212,212,0
450,694,694,0
558,1,1,0
712,501,712,1
539,214,214,0
725,195,725,1
227,533,533,0
463,704,704,0
222,270,270,0
75,560,560,0
567,306,306,0
318,431,431,0
710,771,710,1
465,573,465,1
721,112,721,1
119,84,84,0
435,224,435,1
634,112,634,1
302,340,340,0
222,472,472,0
395,206,206,0
265,376,265,1
610,436,610,1
340,754,340,1
451,751,751,0
468,306,306,0
764,506,764,1
473,276,276,0
464,633,633,0
786,608,608,0
274,386,274,1
228,120,228,1
468,351,351,0
483,534,534,0
398,306,398,1
323,10,10,0
339,406,339,1
546,303,546,1
483,222,483,1
499,731,499,1
265,173,265,1
577,573,573,0
613,670,613,1
49,279,279,0
175,251,175,1
238,79,79,0
146,134,134,0
114,597,597,0
641,652,641,1
704,465,704,1
668,800,800,0
441,683,441,1
334,384,384,0
627,631,631,0
392,738,392,1
792,497,792,1
64,8,8,0
87,658,658,0
217,227,217,1
621,784,621,1
758,751,758,1
359,329,359,1
530,770,770,0
659,593,593,0
626,514,514,0
774,638,638,0
739,382,739,1
233,74,233,1
54,506,506,0
590,304,590,1
668,374,668,1
32,537,32,1
581,764,581,1
626,613,613,0
718,495,718,1
395,377,377,0
145,209,209,0
426,323,426,1
104,193,193,0
762,521,521,0
102,572,102,1
508,148,508,1
600,87,600,1
123,347,123,1
141,691,141,1
287,386,386,0
685,323,685,1
354,515,515,0
645,795,795,0
761,288,288,0
665,436,436,0
513,530,513,1
271,574,574,0
493,785,785,0
83,95,95,0
464,401,401,0
17,347,347,0
630,150,630,1
23,176,23,1
255,374,374,0
75,743,75,1
102,587,102,1
404,686,686,0
158,92,158,1
73,621,621,0
417,570,570,0
630,140,140,0
642,23,23,0
107,111,107,1
791,134,134,0
779,503,503,0
62,781,781,0
549,129,549,1
700,646,700,1
783,331,783,1
415,512,415,1
669,36,36,0
271,517,271,1
491,9,9,0
653,114,114,0
129,607,129,1
644,531,531,0
303,267,303,1
431,445,431,1
718,594,718,1
104,126,104,1
646,244,646,1
512,271,271,0
295,641,295,1
48,364,48,1
597,450,597,1
486,579,579,0
565,335,565,1
735,434,735,1
68,345,68,1
349,17,349,1
336,562,336,1
273,438,438,0
170,404,170,1
383,557,557,0
418,683,418,1
139,487,139,1
391,100,100,0
688,238,688,1
15,574,574,0
750,276,276,0
557,163,163,0
565,708,708,0
278,781,278,1
218,418,418,0
391,449,391,1
468,776,776,0
409,113,409,1
575,522,522,0
610,446,610,1
71,585,585,0
415,487,415,1
644,501,501,0
713,463,713,1
452,185,185,0
743,82,743,1
97,112,112,0
77,49,77,1
426,436,426,1
215,792,792,0
760,167,760,1
337,647,337,1
97,52,97,1
215,318,215,1
410,380,410,1
103,381,103,1
467,405,467,1
530,603,603,0
291,475,475,0
26,444,444,0
585,328,328,0
391,330,391,1
456,170,170,0
596,693,693,0
637,443,443,0
170,507,507,0
583,794,583,1
435,577,435,1
615,131,131,0
591,523,523,0
219,25,219,1
391,685,685,0
130,644,130,1
455,722,722,0
760,266,760,1
768,350,350,0
756,698,756,1
177,676,177,1
98,373,373,0
652,31,652,1
640,212,212,0
119,151,119,1
518,25,518,1
785,285,785,1
438,656,438,1
584,609,609,0
767,440,440,0
657,377,377,0
493,427,427,0
388,785,785,0
203,121,203,1
205,281,205,1
380,740,740,0
668,253,253,0
44,5,44,1
701,513,513,0
554,268,554,1
356,45,45,0
698,539,539,0
617,16,16,0
717,180,717,1
486,776,776,0
446,154,154,0
776,299,299,0
159,586,586,0
404,32,32,0
493,460,493,1
246,640,246,1
439,389,439,1
759,781,781,0
213,535,535,0
164,237,164,1
475,243,475,1
151,778,778,0
134,517,134,1
474,545,545,0
798,345,798,1
748,487,487,0
709,789,709,1
762,59,59,0
477,718,477,1
269,340,340,0
732,55,732,1
318,713,713,0
751,619,751,1
643,790,643,1
381,789,381,1
611,609,611,1
138,101,138,1
171,415,171,1
434,660,434,1
19,642,19,1
799,363,799,1
532,558,558,0
387,650,387,1
160,653,160,1
107,201,107,1
611,150,611,1
551,71,71,0
276,93,276,1
764,798,798,0
17,746,746,0
651,13,651,1
399,664,664,0
417,246,246,0
536,565,536,1
118,485,485,0
267,239,267,1
729,382,382,0
81,362,362,0
523,611,611,0
534,555,534,1
376,146,146,0
637,636,637,1
142,750,142,1
67,639,67,1
549,678,549,1
690,96,690,1
376,340,376,1
572,744,572,1
101,85,85,0
292,727,727,0
142,324,142,1
362,114,362,1
466,302,302,0
587,277,587,1
630,276,276,0
321,23,23,0
233,360,233,1
546,289,546,1
68,637,68,1
133,38,133,1
154,219,154,1
656,729,729,0
426,265,426,1
734,190,734,1
500,442,442,0
413,670,413,1
459,401,401,0
138,483,138,1
471,492,492,0
680,244,680,1
487,343,487,1
665,169,169,0
654,725,725,0
535,744,535,1
549,24,24,0
111,151,151,0
497,562,562,0
362,316,316,0
602,329,329,0
427,1,427,1
671,567,567,0
428,306,428,1
426,501,426,1
756,14,756,1
11,602,11,1
421,565,421,1
743,289,743,1
658,155,155,0
58,607,58,1
739,305,739,1
77,528,528,0
339,566,339,1
430,614,430,1
706,330,706,1
461,793,793,0
654,220,220,0
423,244,423,1
362,110,362,1
254,539,254,1
3,543,543,0
624,752,752,0
474,742,474,1
306,81,306,1
102,402,102,1
47,670,670,0
696,745,745,0
471,267,267,0
272,485,272,1
536,520,536,1
264,789,264,1
792,8,792,1
730,791,730,1
116,520,520,0
661,353,353,0
728,705,705,0
495,783,495,1
16,73,16,1
432,234,234,0
79,240,79,1
542,208,542,1
336,276,276,0
490,709,709,0
736,215,215,0
355,594,594,0
659,309,309,0
240,168,168,0
678,248,248,0
607,106,106,0
51,347,347,0
696,756,756,0
475,373,475,1
168,522,522,0
56,50,50,0
79,636,79,1
196,576,576,0
650,593,650,1
352,244,244,0
35,359,359,0
721,742,742,0
432,574,432,1
624,775,775,0
261,300,261,1
768,127,127,0
387,170,170,0
73,194,194,0
312,170,170,0
92,15,92,1
391,568,568,0
707,689,707,1
43,93,93,0
367,375,367,1
490,255,490,1
778,23,23,0
21,641,21,1
776,434,776,1
314,38,314,1
318,465,465,0
434,554,554,0
405,740,740,0
220,593,593,0
578,557,557,0
359,531,531,0
528,699,528,1
321,417,417,0
234,693,234,1
373,548,548,0
331,173,173,0
42,200,42,1
233,331,233,1
545,249,249,0
730,547,547,0
701,185,701,1
446,784,784,0
444,756,444,1
626,492,492,0
539,475,475,0
314,197,314,1
704,100,704,1
700,660,700,1
639,61,61,0
151,101,101,0
561,524,524,0
327,666,666,0
353,526,526,0
198,588,588,0
225,514,514,0
306,110,110,0
446,640,446,1
389,496,496,0
127,468,127,1
537,299,537,1
196,348,348,0
60,568,568,0
221,100,221,1
678,528,528,0
560,268,560,1
748,399,748,1
559,489,559,1
224,211,211,0
337,531,531,0
113,261,261,0
602,51,51,0
606,638,606,1
431,746,431,1
783,610,610,0
336,595,336,1
173,23,23,0
378,797,797,0
99,541,541,0
346,410,410,0
25,79,25,1
500,20,20,0
591,179,179,0
77,636,77,1
43,231,43,1
100,280,280,0
429,601,429,1
753,719,719,0
245,437,437,0
502,88,502,1
1,493,493,0
279,137,137,0
201,103,201,1
686,225,686,1
405,515,405,1
238,409,409,0
402,308,308,0
228,402,228,1
336,796,336,1
784,480,480,0
99,759,99,1
722,561,722,1
776,667,776,1
269,596,269,1
221,569,221,1
786,113,786,1
374,464,464,0
549,591,549,1
193,574,574,0
450,332,450,1
313,735,313,1
431,58,58,0
659,588,588,0
11,156,11,1
778,120,778,1
705,86,705,1
295,276,276,0
775,753,753,0
633,567,633,1
513,233,513,1
39,257,257,0
335,607,607,0
196,462,462,0
212,766,212,1
386,543,543,0
